Continent,Country,Year,Month,Air,Sea,Total,Date
AFRICA,Algeria,2020,Jan,23,0,23,2020-01-01
AFRICA,Algeria,2020,Feb,28,0,28,2020-02-01
AFRICA,Algeria,2020,Mar,19,0,19,2020-03-01
AFRICA,Algeria,2020,Apr,0,0,0,2020-04-01
AFRICA,Algeria,2020,May,0,0,0,2020-05-01
AFRICA,Algeria,2020,Jun,0,0,0,2020-06-01
AFRICA,Algeria,2020,Jul,0,0,0,2020-07-01
AFRICA,Algeria,2020,Aug,0,0,0,2020-08-01
AFRICA,Algeria,2020,Sep,0,0,0,2020-09-01
AFRICA,Algeria,2020,Oct,0,0,0,2020-10-01
AFRICA,Algeria,2020,Nov,0,0,0,2020-11-01
AFRICA,Algeria,2020,Dec,5,0,5,2020-12-01
AFRICA,Angola,2020,Jan,54,10,64,2020-01-01
AFRICA,Angola,2020,Feb,52,0,52,2020-02-01
AFRICA,Angola,2020,Mar,6,2,8,2020-03-01
AFRICA,Angola,2020,Apr,0,0,0,2020-04-01
AFRICA,Angola,2020,May,0,0,0,2020-05-01
AFRICA,Angola,2020,Jun,0,0,0,2020-06-01
AFRICA,Angola,2020,Jul,0,0,0,2020-07-01
AFRICA,Angola,2020,Aug,0,0,0,2020-08-01
AFRICA,Angola,2020,Sep,0,0,0,2020-09-01
AFRICA,Angola,2020,Oct,1,0,1,2020-10-01
AFRICA,Angola,2020,Nov,1,0,1,2020-11-01
AFRICA,Angola,2020,Dec,1,0,1,2020-12-01
AFRICA,Benin,2020,Jan,13,0,13,2020-01-01
AFRICA,Benin,2020,Feb,4,0,4,2020-02-01
AFRICA,Benin,2020,Mar,0,0,0,2020-03-01
AFRICA,Benin,2020,Apr,0,0,0,2020-04-01
AFRICA,Benin,2020,May,0,0,0,2020-05-01
AFRICA,Benin,2020,Jun,0,0,0,2020-06-01
AFRICA,Benin,2020,Jul,0,1,1,2020-07-01
AFRICA,Benin,2020,Aug,0,0,0,2020-08-01
AFRICA,Benin,2020,Sep,0,0,0,2020-09-01
AFRICA,Benin,2020,Oct,0,0,0,2020-10-01
AFRICA,Benin,2020,Nov,0,0,0,2020-11-01
AFRICA,Benin,2020,Dec,0,0,0,2020-12-01
AFRICA,Botswana,2020,Jan,109,4,113,2020-01-01
AFRICA,Botswana,2020,Feb,54,0,54,2020-02-01
AFRICA,Botswana,2020,Mar,11,0,11,2020-03-01
AFRICA,Botswana,2020,Apr,0,0,0,2020-04-01
AFRICA,Botswana,2020,May,0,0,0,2020-05-01
AFRICA,Botswana,2020,Jun,0,0,0,2020-06-01
AFRICA,Botswana,2020,Jul,0,0,0,2020-07-01
AFRICA,Botswana,2020,Aug,0,0,0,2020-08-01
AFRICA,Botswana,2020,Sep,0,0,0,2020-09-01
AFRICA,Botswana,2020,Oct,0,0,0,2020-10-01
AFRICA,Botswana,2020,Nov,1,0,1,2020-11-01
AFRICA,Botswana,2020,Dec,1,0,1,2020-12-01
AFRICA,Burundi,2020,Jan,7,0,7,2020-01-01
AFRICA,Burundi,2020,Feb,3,0,3,2020-02-01
AFRICA,Burundi,2020,Mar,3,0,3,2020-03-01
AFRICA,Burundi,2020,Apr,0,0,0,2020-04-01
AFRICA,Burundi,2020,May,0,0,0,2020-05-01
AFRICA,Burundi,2020,Jun,0,0,0,2020-06-01
AFRICA,Burundi,2020,Jul,0,0,0,2020-07-01
AFRICA,Burundi,2020,Aug,0,0,0,2020-08-01
AFRICA,Burundi,2020,Sep,0,0,0,2020-09-01
AFRICA,Burundi,2020,Oct,0,0,0,2020-10-01
AFRICA,Burundi,2020,Nov,0,0,0,2020-11-01
AFRICA,Burundi,2020,Dec,1,0,1,2020-12-01
AFRICA,Cameroon,2020,Jan,38,0,38,2020-01-01
AFRICA,Cameroon,2020,Feb,32,2,34,2020-02-01
AFRICA,Cameroon,2020,Mar,21,0,21,2020-03-01
AFRICA,Cameroon,2020,Apr,0,0,0,2020-04-01
AFRICA,Cameroon,2020,May,0,0,0,2020-05-01
AFRICA,Cameroon,2020,Jun,0,0,0,2020-06-01
AFRICA,Cameroon,2020,Jul,0,0,0,2020-07-01
AFRICA,Cameroon,2020,Aug,0,0,0,2020-08-01
AFRICA,Cameroon,2020,Sep,1,0,1,2020-09-01
AFRICA,Cameroon,2020,Oct,1,0,1,2020-10-01
AFRICA,Cameroon,2020,Nov,2,0,2,2020-11-01
AFRICA,Cameroon,2020,Dec,3,0,3,2020-12-01
AFRICA,Comoros,2020,Jan,64,0,64,2020-01-01
AFRICA,Comoros,2020,Feb,51,0,51,2020-02-01
AFRICA,Comoros,2020,Mar,51,0,51,2020-03-01
AFRICA,Comoros,2020,Apr,0,0,0,2020-04-01
AFRICA,Comoros,2020,May,0,0,0,2020-05-01
AFRICA,Comoros,2020,Jun,0,0,0,2020-06-01
AFRICA,Comoros,2020,Jul,0,0,0,2020-07-01
AFRICA,Comoros,2020,Aug,0,0,0,2020-08-01
AFRICA,Comoros,2020,Sep,0,0,0,2020-09-01
AFRICA,Comoros,2020,Oct,2,0,2,2020-10-01
AFRICA,Comoros,2020,Nov,1,0,1,2020-11-01
AFRICA,Comoros,2020,Dec,0,0,0,2020-12-01
AFRICA,Congo,2020,Jan,32,0,32,2020-01-01
AFRICA,Congo,2020,Feb,64,0,64,2020-02-01
AFRICA,Congo,2020,Mar,16,0,16,2020-03-01
AFRICA,Congo,2020,Apr,0,0,0,2020-04-01
AFRICA,Congo,2020,May,0,0,0,2020-05-01
AFRICA,Congo,2020,Jun,0,0,0,2020-06-01
AFRICA,Congo,2020,Jul,0,0,0,2020-07-01
AFRICA,Congo,2020,Aug,0,0,0,2020-08-01
AFRICA,Congo,2020,Sep,0,0,0,2020-09-01
AFRICA,Congo,2020,Oct,0,0,0,2020-10-01
AFRICA,Congo,2020,Nov,0,0,0,2020-11-01
AFRICA,Congo,2020,Dec,4,0,4,2020-12-01
AFRICA,Egypt,2020,Jan,78,0,78,2020-01-01
AFRICA,Egypt,2020,Feb,71,0,71,2020-02-01
AFRICA,Egypt,2020,Mar,41,0,41,2020-03-01
AFRICA,Egypt,2020,Apr,0,0,0,2020-04-01
AFRICA,Egypt,2020,May,0,0,0,2020-05-01
AFRICA,Egypt,2020,Jun,0,0,0,2020-06-01
AFRICA,Egypt,2020,Jul,0,0,0,2020-07-01
AFRICA,Egypt,2020,Aug,0,0,0,2020-08-01
AFRICA,Egypt,2020,Sep,0,0,0,2020-09-01
AFRICA,Egypt,2020,Oct,3,0,3,2020-10-01
AFRICA,Egypt,2020,Nov,9,0,9,2020-11-01
AFRICA,Egypt,2020,Dec,8,0,8,2020-12-01
AFRICA,Ethiopia,2020,Jan,12,0,12,2020-01-01
AFRICA,Ethiopia,2020,Feb,18,0,18,2020-02-01
AFRICA,Ethiopia,2020,Mar,19,0,19,2020-03-01
AFRICA,Ethiopia,2020,Apr,0,0,0,2020-04-01
AFRICA,Ethiopia,2020,May,0,0,0,2020-05-01
AFRICA,Ethiopia,2020,Jun,0,0,0,2020-06-01
AFRICA,Ethiopia,2020,Jul,0,0,0,2020-07-01
AFRICA,Ethiopia,2020,Aug,0,0,0,2020-08-01
AFRICA,Ethiopia,2020,Sep,0,0,0,2020-09-01
AFRICA,Ethiopia,2020,Oct,0,0,0,2020-10-01
AFRICA,Ethiopia,2020,Nov,1,0,1,2020-11-01
AFRICA,Ethiopia,2020,Dec,1,0,1,2020-12-01
AFRICA,Gabon,2020,Jan,11,0,11,2020-01-01
AFRICA,Gabon,2020,Feb,18,0,18,2020-02-01
AFRICA,Gabon,2020,Mar,1,1,2,2020-03-01
AFRICA,Gabon,2020,Apr,0,0,0,2020-04-01
AFRICA,Gabon,2020,May,0,0,0,2020-05-01
AFRICA,Gabon,2020,Jun,0,0,0,2020-06-01
AFRICA,Gabon,2020,Jul,0,0,0,2020-07-01
AFRICA,Gabon,2020,Aug,0,0,0,2020-08-01
AFRICA,Gabon,2020,Sep,0,0,0,2020-09-01
AFRICA,Gabon,2020,Oct,0,0,0,2020-10-01
AFRICA,Gabon,2020,Nov,0,0,0,2020-11-01
AFRICA,Gabon,2020,Dec,0,0,0,2020-12-01
AFRICA,Ghana,2020,Jan,43,3,46,2020-01-01
AFRICA,Ghana,2020,Feb,60,0,60,2020-02-01
AFRICA,Ghana,2020,Mar,17,0,17,2020-03-01
AFRICA,Ghana,2020,Apr,0,0,0,2020-04-01
AFRICA,Ghana,2020,May,0,0,0,2020-05-01
AFRICA,Ghana,2020,Jun,0,0,0,2020-06-01
AFRICA,Ghana,2020,Jul,0,1,1,2020-07-01
AFRICA,Ghana,2020,Aug,0,0,0,2020-08-01
AFRICA,Ghana,2020,Sep,0,0,0,2020-09-01
AFRICA,Ghana,2020,Oct,3,0,3,2020-10-01
AFRICA,Ghana,2020,Nov,4,1,5,2020-11-01
AFRICA,Ghana,2020,Dec,11,0,11,2020-12-01
AFRICA,Ivory Coast,2020,Jan,15,3,18,2020-01-01
AFRICA,Ivory Coast,2020,Feb,30,0,30,2020-02-01
AFRICA,Ivory Coast,2020,Mar,11,0,11,2020-03-01
AFRICA,Ivory Coast,2020,Apr,0,0,0,2020-04-01
AFRICA,Ivory Coast,2020,May,0,0,0,2020-05-01
AFRICA,Ivory Coast,2020,Jun,0,0,0,2020-06-01
AFRICA,Ivory Coast,2020,Jul,0,4,4,2020-07-01
AFRICA,Ivory Coast,2020,Aug,0,0,0,2020-08-01
AFRICA,Ivory Coast,2020,Sep,0,0,0,2020-09-01
AFRICA,Ivory Coast,2020,Oct,0,0,0,2020-10-01
AFRICA,Ivory Coast,2020,Nov,0,2,2,2020-11-01
AFRICA,Ivory Coast,2020,Dec,2,0,2,2020-12-01
AFRICA,Kenya,2020,Jan,270,0,270,2020-01-01
AFRICA,Kenya,2020,Feb,329,1,330,2020-02-01
AFRICA,Kenya,2020,Mar,109,1,110,2020-03-01
AFRICA,Kenya,2020,Apr,0,0,0,2020-04-01
AFRICA,Kenya,2020,May,0,0,0,2020-05-01
AFRICA,Kenya,2020,Jun,0,0,0,2020-06-01
AFRICA,Kenya,2020,Jul,0,0,0,2020-07-01
AFRICA,Kenya,2020,Aug,6,0,6,2020-08-01
AFRICA,Kenya,2020,Sep,10,0,10,2020-09-01
AFRICA,Kenya,2020,Oct,12,0,12,2020-10-01
AFRICA,Kenya,2020,Nov,2,1,3,2020-11-01
AFRICA,Kenya,2020,Dec,5,0,5,2020-12-01
AFRICA,Kingdom of Eswatini,2020,Jan,15,4,19,2020-01-01
AFRICA,Kingdom of Eswatini,2020,Feb,23,0,23,2020-02-01
AFRICA,Kingdom of Eswatini,2020,Mar,5,0,5,2020-03-01
AFRICA,Kingdom of Eswatini,2020,Apr,0,0,0,2020-04-01
AFRICA,Kingdom of Eswatini,2020,May,0,0,0,2020-05-01
AFRICA,Kingdom of Eswatini,2020,Jun,0,0,0,2020-06-01
AFRICA,Kingdom of Eswatini,2020,Jul,0,0,0,2020-07-01
AFRICA,Kingdom of Eswatini,2020,Aug,0,0,0,2020-08-01
AFRICA,Kingdom of Eswatini,2020,Sep,0,0,0,2020-09-01
AFRICA,Kingdom of Eswatini,2020,Oct,0,0,0,2020-10-01
AFRICA,Kingdom of Eswatini,2020,Nov,0,0,0,2020-11-01
AFRICA,Kingdom of Eswatini,2020,Dec,0,0,0,2020-12-01
AFRICA,Lesotho,2020,Jan,13,13,26,2020-01-01
AFRICA,Lesotho,2020,Feb,19,2,21,2020-02-01
AFRICA,Lesotho,2020,Mar,2,0,2,2020-03-01
AFRICA,Lesotho,2020,Apr,0,0,0,2020-04-01
AFRICA,Lesotho,2020,May,0,0,0,2020-05-01
