Year,Month,Earnings,Date
2025,Jan,8553000000,2025-01-01
2025,Feb,7237000000,2025-02-01
2025,Mar,7792000000,2025-03-01
2025,Apr,8613000000,2025-04-01
2025,May,8249000000,2025-05-01
2025,Jun,6956000000,2025-06-01
2025,Jul,7848000000,2025-07-01
2025,Aug,7767000000,2025-08-01
2025,Sep,8038000000,2025-09-01
2025,Oct,10131000000,2025-10-01
2025,Nov,10040000000,2025-11-01
2025,Dec,NULL, 2025-12-01
